PolicyID,Line,Construction,TIV_2012
891303,Commercial,Reinforced Masonry,10890000
156645,Residential,Masonry,473519.53
603310,Commercial,Steel Frame,42570000
386443,Commercial,Reinforced Concrete,16290000
430608,Residential,Masonry,1090209.46
418809,Commercial,Reinforced Masonry,7367141.57
238088,Commercial,Reinforced Masonry,1779991.19
233018,Residential,Masonry,1708691.15
338721,Residential,Wood,65159.64
694009,Residential,Masonry,1086088.22
367998,Commercial,Reinforced Masonry,3030850.05
264383,Residential,Masonry,567069.67
498401,Residential,Wood,20593.29
948958,Residential,Masonry,725939.47
489091,Residential,Wood,230725.99
326514,Commercial,Reinforced Masonry,2491592.17
422596,Residential,Masonry,796106.05
405665,Residential,Wood,115837.24
580182,Residential,Wood,7448.08
116015,Residential,Wood,12047.51
122256,Residential,Wood,33967.66
475103,Residential,Wood,134805
441074,Residential,Masonry,1194227.66
239311,Commercial,Reinforced Masonry,4805809.77
720989,Residential,Wood,57178.22
838296,Commercial,Reinforced Masonry,5052792.96
230441,Commercial,Reinforced Masonry,5455175.47
226802,Commercial,Reinforced Masonry,4039869.13
824356,Residential,Wood,194232.42
541385,Residential,Wood,49511.46
653189,Residential,Masonry,2429630.51
388366,Commercial,Reinforced Concrete,13410000
109569,Residential,Masonry,895734.3
548664,Residential,Masonry,582898.93
467851,Residential,Wood,22863.56
555594,Residential,Masonry,1761316.87
237548,Residential,Masonry,1440609.94
245078,Residential,Masonry,685412.78
561941,Residential,Masonry,631874.49
663393,Residential,Wood,113610.94
294907,Residential,Wood,28761.99
252779,Residential,Masonry,707667.82
398733,Residential,Wood,137942.77
585851,Commercial,Reinforced Masonry,2901693.37
438102,Commercial,Reinforced Concrete,37980000
851443,Commercial,Reinforced Concrete,28170000
847678,Residential,Wood,51194.52
628145,Commercial,Reinforced Masonry,9810000
140644,Residential,Wood,38132.21
646455,Residential,Wood,14856.34
757132,Residential,Wood,190380.17
120766,Residential,Wood,146594.82
127729,Residential,Masonry,1878371.26
918165,Commercial,Reinforced Masonry,2009868.31
246038,Residential,Masonry,1298534.89
557379,Residential,Masonry,765062.59
530697,Residential,Wood,164741.61
696498,Residential,Masonry,366905.61
483422,Residential,Wood,37328.65
666651,Residential,Wood,117172.2
623130,Residential,Wood,7115.47
750132,Commercial,Reinforced Masonry,3105772.73
535030,Residential,Masonry,676401.27
993407,Residential,Masonry,2139358.34
315125,Residential,Wood,324630
767961,Residential,Masonry,684610.77
835549,Residential,Masonry,718943.65
894209,Residential,Masonry,834617.47
930768,Residential,Masonry,913988.38
321402,Residential,Masonry,388580.9
437457,Residential,Wood,17002.8
580988,Residential,Wood,26419.63
304845,Residential,Wood,21505.03
132199,Residential,Wood,72786.06
133146,Commercial,Reinforced Masonry,10440000
993661,Residential,Wood,82195.07
843158,Residential,Wood,113667.13
966328,Residential,Masonry,590753.16
575922,Residential,Wood,61940.86
944733,Commercial,Reinforced Masonry,2269921.76
896371,Residential,Masonry,1118782.38
203951,Residential,Masonry,1171759.29
638407,Residential,Masonry,586657.96
338514,Residential,Masonry,681431.78
225952,Residential,Wood,47847.6
980592,Residential,Wood,31774.3
555605,Residential,Wood,68312.43
479006,Residential,Masonry,598125.21
126343,Residential,Masonry,1339408.98
273605,Residential,Masonry,1019281.46
796202,Residential,Masonry,882262.06
485334,Residential,Wood,74687.82
498823,Residential,Wood,207704.44
357069,Residential,Wood,116083.68
639792,Residential,Masonry,470831.41
556714,Residential,Wood,98957.21
257161,Residential,Masonry,596856.21
526225,Residential,Wood,5907.9
330520,Residential,Wood,53516.52
583581,Residential,Wood,57837.82
424746,Residential,Wood,44882.17
178460,Residential,Masonry,537600.92
792620,Residential,Wood,272627.33
945098,Residential,Wood,138115.55
647915,Residential,Wood,75587.57
962043,Residential,Wood,120161.42
715205,Residential,Wood,140206.08
631689,Residential,Wood,154937.31
668091,Residential,Wood,183662.78
870083,Residential,Wood,58845.7
534387,Residential,Wood,176878.76
658344,Residential,Wood,316469.12
270136,Commercial,Reinforced Masonry,1716250.31
671391,Commercial,Steel Frame,351000000
102462,Commercial,Reinforced Masonry,3361511.66
327747,Commercial,Reinforced Masonry,3923838.52
289015,Commercial,Reinforced Masonry,6361451.43
539830,Commercial,Reinforced Masonry,5345693.37
271655,Commercial,Reinforced Masonry,2752215.01
990717,Commercial,Reinforced Masonry,6503293.59
330905,Commercial,Reinforced Masonry,5363107.2
705703,Residential,Masonry,2224843.66
913102,Commercial,Reinforced Masonry,7194392.85
671522,Commercial,Reinforced Masonry,2536226.16
289517,Commercial,Reinforced Masonry,5575174.38
129899,Commercial,Reinforced Masonry,3863049.28
994890,Commercial,Reinforced Masonry,2782971.51
421232,Commercial,Reinforced Concrete,15570000
331661,Commercial,Reinforced Concrete,25290000
785439,Commercial,Reinforced Concrete,17190000
803942,Commercial,Steel Frame,50940000
943333,Residential,Masonry,1369504.8
410311,Residential,Wood,46762.66
301605,Residential,Masonry,493250.77
857138,Residential,Masonry,670817.37
597098,Residential,Masonry,701267.41
648566,Residential,Masonry,1201294.23
964811,Residential,Wood,101030.57
254064,Residential,Wood,78890.83
347398,Residential,Wood,95333.93
849532,Residential,Wood,20872.9
397235,Commercial,Reinforced Concrete,20340000
379197,Residential,Wood,121772.16
154315,Residential,Wood,257219.85
241284,Residential,Masonry,510274.6
815553,Commercial,Reinforced Masonry,4284437
595123,Residential,Wood,129594.12
169572,Residential,Masonry,2283215.23
846231,Residential,Masonry,922719.79
885099,Residential,Masonry,1180279.11
262745,Residential,Masonry,1310851.3
996223,Commercial,Reinforced Masonry,2201539.55
619482,Residential,Wood,82173.08
261818,Residential,Wood,36683.86
870698,Residential,Wood,404062.33
118744,Commercial,Reinforced Concrete,35550000
520979,Residential,Masonry,1353668.53
878642,Residential,Wood,31547.6
920507,Residential,Wood,38542.86
512670,Residential,Wood,19474.94
313812,Residential,Masonry,1618100.58
907589,Residential,Masonry,710987.09
656966,Residential,Masonry,712209.89
348480,Residential,Masonry,901449.05
600042,Residential,Masonry,976525.52
182645,Residential,Wood,49348.65
921019,Residential,Wood,25441.1
592635,Residential,Wood,26082.03
883425,Residential,Wood,136224.73
439929,Residential,Masonry,508260.99
129707,Residential,Wood,214704
409635,Residential,Wood,4219.73
182018,Commercial,Reinforced Masonry,3276334.66
527913,Residential,Wood,10085.04
617375,Commercial,Reinforced Masonry,11250000
715213,Commercial,Reinforced Masonry,3148812.16
755309,Residential,Masonry,642901.65
107960,Residential,Masonry,1286773.28
363634,Commercial,Reinforced Masonry,3222057.39
962259,Residential,Masonry,1927788.89
955972,Residential,Masonry,657443.82
257912,Residential,Wood,166122.46
743091,Residential,Masonry,585851.02
864655,Residential,Masonry,392468.15
353689,Residential,Wood,22415.37
876115,Residential,Wood,203729.23
552744,Residential,Wood,38352.97
300963,Residential,Masonry,657129.32
857342,Residential,Wood,64782.07
310406,Residential,Wood,55129.48
110958,Residential,Wood,12323.17
628632,Commercial,Reinforced Masonry,7990313.97
883993,Residential,Wood,43142.69
700373,Residential,Wood,6873.17
825329,Residential,Wood,228081.87
621248,Residential,Wood,12330.34
916073,Residential,Wood,3407.99
213995,Residential,Wood,6361.11
800411,Residential,Wood,16344.24
659988,Residential,Wood,5445.55
480975,Residential,Wood,9488.15
359508,Residential,Wood,6093.21
374094,Residential,Wood,39491.92
343584,Residential,Masonry,699703.6
521607,Residential,Masonry,1968669.36
287808,Commercial,Reinforced Concrete,37620000
136929,Commercial,Reinforced Masonry,4095042.48
340491,Residential,Masonry,1182747.5
336894,Residential,Wood,51455.82
548372,Residential,Wood,41503.34
847371,Residential,Wood,48986.76
739207,Commercial,Reinforced Masonry,2267092.8
873722,Residential,Masonry,1391784.78
290114,Commercial,Reinforced Masonry,8846249.76
669924,Commercial,Reinforced Masonry,6994734.98
286816,Commercial,Reinforced Concrete,17730000
295367,Residential,Wood,504259.47
602589,Commercial,Reinforced Masonry,2947177.19
555996,Residential,Masonry,1477627.03
707885,Commercial,Steel Frame,91800000
470044,Commercial,Reinforced Masonry,7785607.26
963108,Commercial,Steel Frame,30060000
312624,Residential,Masonry,624554.91
863084,Residential,Masonry,843618.34
476756,Commercial,Reinforced Masonry,7534584.94
200804,Residential,Masonry,1908853.59
512722,Commercial,Reinforced Masonry,1996595.68
658182,Commercial,Reinforced Concrete,43290000
187094,Commercial,Reinforced Concrete,18450000
485876,Residential,Wood,132344.97
512349,Commercial,Reinforced Concrete,9360000
815558,Commercial,Reinforced Masonry,2827866.9
709341,Commercial,Reinforced Masonry,6808893.56
750684,Commercial,Reinforced Concrete,9270000
259646,Residential,Wood,354449.9
104262,Commercial,Reinforced Masonry,3389711.76
563613,Residential,Masonry,459138.18
204748,Commercial,Reinforced Masonry,4039498.42
563428,Residential,Masonry,1003227.96
932257,Residential,Masonry,1767946.33
849985,Residential,Masonry,826220.21
862954,Residential,Masonry,1481202.5
494497,Residential,Masonry,1645328.75
629648,Residential,Wood,356168.31
205002,Residential,Wood,190710.96
880896,Residential,Masonry,641468.73
354990,Commercial,Reinforced Concrete,16290000
723998,Residential,Wood,246132
528894,Residential,Wood,250629.48
228720,Commercial,Reinforced Masonry,7191695.58
889431,Commercial,Reinforced Concrete,10440000
886422,Commercial,Reinforced Concrete,13680000
865354,Commercial,Reinforced Concrete,7001872.61
738762,Residential,Wood,8891.48
634845,Residential,Masonry,1109408.96
814100,Residential,Masonry,630434.53
417744,Residential,Masonry,546276.86
686399,Residential,Masonry,984474
285816,Commercial,Reinforced Masonry,4654176.04
884370,Residential,Wood,7096.89
417183,Residential,Masonry,570454.14
902225,Residential,Masonry,542651.4
810501,Residential,Wood,259408.06
791346,Residential,Masonry,707724.86
658024,Commercial,Reinforced Masonry,12060000
818458,Commercial,Reinforced Masonry,2143024.64
802379,Commercial,Reinforced Concrete,9990000
790723,Commercial,Reinforced Masonry,9630000
973793,Residential,Masonry,1098788.51
670287,Residential,Masonry,602637.78
270385,Commercial,Reinforced Concrete,10170000
706762,Commercial,Reinforced Masonry,2962003.13
213775,Residential,Wood,372442.01
437545,Residential,Wood,144084.66
360357,Commercial,Reinforced Masonry,4647275.64
199256,Residential,Wood,57442.57
987702,Residential,Wood,18811.56
920284,Residential,Wood,187350.81
992978,Residential,Wood,96276.38
173755,Residential,Masonry,1649061.03
561364,Residential,Wood,53592.08
695190,Residential,Wood,31805
110453,Residential,Wood,296183.45
922383,Residential,Wood,255956.22
290280,Residential,Wood,394065
880913,Residential,Wood,28643.87
150128,Residential,Masonry,476387.92
159183,Residential,Masonry,817430.38
166744,Residential,Masonry,1199221.46
529617,Residential,Wood,122610.51
464292,Residential,Wood,148945.5
357558,Residential,Wood,198402.05
583652,Residential,Masonry,1019708.25
723807,Residential,Wood,24533.68
382688,Residential,Wood,151566.8
895440,Residential,Wood,460683.32
371896,Residential,Wood,86446.19
576177,Residential,Wood,233744.62
847797,Residential,Wood,241425.71
147097,Residential,Wood,99014.64
431055,Residential,Wood,12145.14
638962,Residential,Masonry,1257858.11
705034,Commercial,Reinforced Concrete,18000000
981878,Residential,Masonry,837723.24
912401,Residential,Wood,20327.41
176414,Residential,Wood,28458.38
977994,Residential,Wood,80132.49
915370,Residential,Wood,68936.38
337477,Residential,Wood,29048.82
960874,Residential,Wood,39864.25
497898,Residential,Wood,45202.55
550999,Residential,Wood,62560.54
897991,Residential,Wood,68966.4
513108,Residential,Wood,100877.55
911374,Residential,Wood,149575.08
210312,Residential,Wood,115469.27
713929,Residential,Wood,39091.23
338726,Residential,Masonry,1608539.72
997250,Commercial,Reinforced Concrete,12420000
199237,Residential,Wood,378987.65
381375,Residential,Masonry,1398428.27
908844,Commercial,Reinforced Masonry,5218145.98
979650,Residential,Wood,147259.5
662376,Residential,Wood,156192.96
509603,Residential,Wood,9466.24
854997,Residential,Wood,6742.81
322303,Residential,Wood,9693.4
873638,Residential,Wood,4309.73
989784,Residential,Masonry,1242612.33
207816,Residential,Masonry,859738.8
454228,Residential,Masonry,776898.58
146901,Residential,Masonry,957531.58
454263,Residential,Masonry,633792.85
273719,Residential,Masonry,1158650.64
608039,Residential,Wood,32359.47
172750,Residential,Masonry,2920557.1
226312,Residential,Masonry,574856.47
392019,Residential,Wood,78083.1
947743,Residential,Wood,100650.62
228275,Residential,Wood,255288.1
856428,Commercial,Reinforced Masonry,6707026.03
650745,Residential,Masonry,1212380.2
240111,Residential,Wood,27768.84
993366,Residential,Wood,6967.56
478386,Commercial,Reinforced Masonry,5584421.18
335305,Residential,Masonry,379703.13
398813,Residential,Wood,177911.95
200581,Residential,Wood,31471.87
594429,Residential,Wood,246538.42
251781,Residential,Wood,391384.39
277487,Residential,Masonry,1077045.85
292451,Residential,Wood,132264.71
786905,Residential,Wood,347389.83
723955,Residential,Masonry,2255414.11
843386,Residential,Masonry,696184.33
811315,Residential,Wood,203119.49
763861,Commercial,Reinforced Concrete,21150000
324779,Residential,Wood,200883.98
291102,Residential,Wood,215757.34
840208,Residential,Wood,399950.63
939556,Residential,Wood,378525.38
973509,Residential,Wood,271127.07
857321,Residential,Wood,55068.91
660335,Residential,Wood,70292.68
155355,Residential,Masonry,1726866.45
185697,Residential,Masonry,1940411.43
884455,Residential,Wood,86417.74
107408,Commercial,Reinforced Masonry,2474294.96
239963,Commercial,Reinforced Masonry,4593334.32
357708,Residential,Wood,39901.16
295524,Residential,Wood,37380.45
257853,Residential,Wood,22031.41
534461,Residential,Masonry,2195287.25
172827,Commercial,Reinforced Masonry,1345376.16
616400,Residential,Masonry,885712.24
565781,Residential,Masonry,1910644.15
333945,Residential,Masonry,1030308.15
145489,Residential,Masonry,1121728.15
210761,Residential,Masonry,697102.09
163509,Residential,Masonry,826675.11
292390,Residential,Masonry,1308524.74
463791,Residential,Wood,23076.74
286476,Residential,Wood,31487.37
496843,Residential,Wood,150603.15
842010,Residential,Wood,101808.77
753064,Residential,Masonry,872617.9
592440,Residential,Masonry,372333.99
372508,Commercial,Reinforced Masonry,2006648.6
409859,Residential,Wood,287427.16
642879,Commercial,Reinforced Masonry,3173555.3
749216,Commercial,Reinforced Masonry,1915309.54
102165,Residential,Masonry,948608.08
405320,Residential,Wood,152281.7
422632,Commercial,Reinforced Masonry,3941654.08
584681,Residential,Wood,1363.27
558392,Residential,Wood,519.06
473289,Residential,Wood,999.58
357999,Residential,Wood,5455.93
697747,Residential,Wood,1278.62
751049,Residential,Wood,61424.98
364412,Residential,Wood,528284.55
595902,Commercial,Reinforced Masonry,3413593.31
417208,Residential,Masonry,797695.44
745281,Commercial,Reinforced Masonry,2469005.75
733623,Commercial,Reinforced Masonry,2274330.61
154107,Residential,Wood,50044.73
891310,Residential,Wood,6892.39
239120,Residential,Wood,241923.35
485224,Residential,Wood,289316.81
585525,Residential,Wood,23747.35
703988,Residential,Masonry,565997.1
828687,Residential,Wood,126107.04
763944,Commercial,Reinforced Masonry,3789498.89
218416,Commercial,Reinforced Masonry,2018160.58
289158,Residential,Wood,21796.77
549215,Commercial,Reinforced Concrete,9360000
150040,Commercial,Reinforced Concrete,22860000
381534,Commercial,Reinforced Masonry,4125718.43
466908,Commercial,Reinforced Masonry,2765890.26
859621,Residential,Masonry,807366.8
848783,Residential,Wood,46234.63
288170,Residential,Wood,106918.78
568474,Residential,Masonry,1446921.63
284414,Residential,Wood,39156.83
596067,Residential,Wood,150584.29
201978,Residential,Wood,37848.9
853197,Residential,Wood,314004.79
909231,Residential,Wood,346908.3
619623,Residential,Wood,253359.05
124710,Residential,Wood,355960.48
267431,Residential,Wood,17786.43
761740,Residential,Wood,255489.5
810223,Residential,Masonry,830863.28
815691,Residential,Wood,57409.72
401479,Residential,Wood,28165.46
905967,Residential,Masonry,402064.63
103204,Residential,Wood,245053.46
639245,Residential,Wood,22285.13
789270,Residential,Wood,20665.52
409373,Residential,Wood,17124.11
388662,Residential,Wood,22485.61
430267,Residential,Wood,5455.86
135643,Residential,Wood,410980.38
651422,Residential,Wood,61025.39
449375,Residential,Masonry,429457.16
759467,Residential,Masonry,556125.74
224693,Residential,Wood,92130.91
967815,Residential,Wood,73225.3
631939,Residential,Wood,28691.02
442665,Residential,Wood,32378.86
404241,Residential,Wood,20404.2
194474,Commercial,Reinforced Masonry,5004325.59
443739,Commercial,Steel Frame,66960000
702163,Residential,Masonry,1419135.89
363466,Residential,Masonry,1726986.84
993310,Residential,Masonry,1059773.35
436372,Residential,Masonry,820484.81
325454,Residential,Wood,26836.86
467894,Residential,Wood,42520.65
641024,Residential,Wood,165695.95
825277,Residential,Masonry,2210186.86
727345,Residential,Masonry,1647679.21
525701,Residential,Masonry,350162.49
996202,Residential,Wood,458976.7
196057,Residential,Masonry,660537.34
729509,Residential,Masonry,1503039.51
184032,Commercial,Reinforced Masonry,4747308.4
734883,Commercial,Reinforced Masonry,8102434.03
183924,Commercial,Reinforced Concrete,11970000
205171,Commercial,Reinforced Concrete,16560000
571349,Residential,Masonry,1335931.65
429076,Residential,Masonry,2257273.92
243178,Residential,Masonry,941351.67
623088,Commercial,Reinforced Masonry,2083295.91
492094,Residential,Wood,232547.2
924593,Residential,Wood,69685.8
606468,Residential,Masonry,298039.19
841011,Residential,Masonry,710805.17
354777,Residential,Wood,217781.81
769253,Residential,Wood,78897.42
572308,Commercial,Reinforced Masonry,6239734.32
306206,Residential,Wood,123433.49
570511,Commercial,Reinforced Concrete,31770000
622517,Commercial,Reinforced Masonry,4596758.09
826575,Commercial,Steel Frame,66420000
533400,Residential,Wood,29111.39
430410,Residential,Wood,145459.31
260256,Residential,Masonry,746976.6
752792,Residential,Masonry,509378.51
193183,Commercial,Reinforced Masonry,3946408.45
464406,Residential,Masonry,545679.52
714995,Commercial,Steel Frame,47880000
394059,Residential,Masonry,1456772.65
316525,Residential,Masonry,533409.21
642630,Commercial,Reinforced Masonry,6525313.76
978131,Residential,Masonry,1164028.32
755786,Commercial,Reinforced Masonry,3496892.29
305926,Residential,Wood,37576.29
277515,Residential,Masonry,623393.57
894569,Residential,Masonry,1442428.29
774717,Residential,Masonry,1287720
969113,Residential,Wood,33365.94
137592,Residential,Wood,4750.09
883734,Commercial,Reinforced Masonry,5561411.93
987893,Residential,Wood,112614.19
188986,Commercial,Reinforced Masonry,2372876.07
711476,Commercial,Reinforced Masonry,3870872.13
546827,Residential,Wood,375040.08
828180,Residential,Masonry,869946.35
362132,Residential,Wood,545155.2
230518,Residential,Wood,141020.28
558487,Commercial,Reinforced Masonry,2278799.81
350915,Residential,Wood,347232.18
832257,Residential,Masonry,973092.52
616709,Residential,Wood,19127.61
332404,Residential,Masonry,1666422.95
222518,Residential,Masonry,541171.62
319024,Residential,Masonry,555539.1
199667,Residential,Wood,129778.74
751553,Residential,Wood,202799.43
554279,Residential,Wood,85519.36
490866,Commercial,Steel Frame,116100000
733934,Residential,Wood,303913.06
415288,Residential,Masonry,776922.56
132920,Residential,Masonry,553642.38
229696,Residential,Masonry,1427393.04
582659,Residential,Masonry,507204.8
409601,Residential,Masonry,572510.94
748562,Residential,Masonry,513227.26
376045,Residential,Wood,117646.9
842225,Residential,Wood,145519.97
990018,Residential,Wood,12254.37
725630,Residential,Wood,7578.77
696848,Residential,Wood,352416.46
628539,Residential,Wood,409974.81
201062,Residential,Wood,300719.64
847780,Residential,Wood,283084.92
144359,Commercial,Reinforced Masonry,2777460.61
515937,Residential,Wood,78322.2
230615,Residential,Masonry,478323.65
702953,Commercial,Reinforced Masonry,3131388.75
820793,Commercial,Reinforced Masonry,1427310.99
108897,Commercial,Reinforced Concrete,26910000
364473,Residential,Masonry,1408764.31
229261,Residential,Wood,9697.9
935213,Residential,Wood,246605.33
409885,Residential,Wood,338519.77
236473,Residential,Wood,134655.23
458046,Residential,Wood,25912.09
430540,Residential,Wood,1875.91
777482,Residential,Wood,141600.76
174548,Residential,Masonry,732624.27
399753,Residential,Wood,44638.73
310950,Residential,Wood,128057.05
779737,Residential,Wood,62924.11
449132,Residential,Wood,151003.91
907040,Residential,Wood,206560.91
899476,Residential,Wood,50234.9
986237,Residential,Wood,56910.06
815701,Residential,Wood,74771.09
973549,Residential,Wood,79889.5
566512,Commercial,Reinforced Masonry,2818139.73
720464,Residential,Wood,12119.09
301026,Commercial,Reinforced Masonry,2290684.69
101650,Residential,Wood,56473.17
637811,Residential,Wood,266464.47
746326,Residential,Wood,51617.36
621620,Commercial,Reinforced Masonry,1806294.24
965048,Residential,Masonry,765512.56
997953,Commercial,Reinforced Masonry,1898194.72
414691,Residential,Wood,393330.64
588445,Commercial,Reinforced Masonry,3491460.34
124449,Residential,Wood,38555.02
218829,Commercial,Reinforced Concrete,10980000
714607,Residential,Masonry,973220.86
904652,Residential,Masonry,677647.57
583352,Residential,Wood,27914.39
357714,Residential,Wood,393518.4
554122,Residential,Masonry,893588.32
267201,Commercial,Reinforced Masonry,2703603.56
657047,Commercial,Reinforced Masonry,4865846.24
774569,Commercial,Reinforced Masonry,6458220.54
136717,Residential,Masonry,1307083.76
229705,Residential,Masonry,1189366.25
823465,Residential,Masonry,641257.05
332389,Residential,Wood,94650.72
127185,Residential,Wood,141163.62
845935,Residential,Masonry,859942.59
565100,Residential,Wood,46068.72
211155,Residential,Wood,45451.08
494798,Residential,Masonry,1801524.59
250447,Residential,Wood,22899.65
470784,Residential,Wood,32753.58
477527,Residential,Masonry,1425137.83
195769,Residential,Wood,5055.4
960411,Commercial,Steel Frame,65790000
202607,Commercial,Reinforced Masonry,3316588.11
489033,Residential,Wood,12222
777626,Residential,Wood,109734.45
499952,Residential,Wood,160952.63
672147,Residential,Wood,34323.67
795623,Residential,Wood,53455.75
711995,Residential,Wood,42300.96
407422,Residential,Wood,369647.79
347497,Residential,Wood,163316.24
954378,Residential,Wood,123773.38
533555,Residential,Wood,57873.79
586272,Residential,Wood,8207.38
228110,Residential,Wood,11901.02
891591,Commercial,Reinforced Concrete,8595956.25
806079,Residential,Masonry,929853.79
318134,Residential,Masonry,1925368.96
937716,Commercial,Reinforced Masonry,9630000
206497,Residential,Wood,8722.46
113066,Residential,Wood,3292.28
837437,Residential,Wood,207578.01
649221,Residential,Wood,343238.53
196519,Residential,Wood,260617.1
802262,Residential,Wood,9948.42
682525,Commercial,Reinforced Masonry,4378866.88
643894,Commercial,Reinforced Masonry,4054808.01
804001,Residential,Wood,197580.61
896455,Residential,Wood,70474.02
796608,Residential,Wood,221695.82
727682,Residential,Masonry,887670.42
327047,Residential,Masonry,1051560.87
316272,Residential,Wood,312773.52
934897,Residential,Wood,138091.21
833082,Residential,Wood,9825.44
380288,Residential,Masonry,835146.87
853548,Residential,Masonry,846733.26
946960,Residential,Masonry,1024581.56
472603,Residential,Masonry,996262.73
612479,Residential,Masonry,1056763.82
593175,Residential,Masonry,1126772.54
964961,Residential,Wood,287854.73
646091,Commercial,Reinforced Masonry,4551969.4
470148,Residential,Masonry,1671609.71
224182,Residential,Masonry,1082198.15
439968,Commercial,Reinforced Masonry,2071679.95
447906,Commercial,Reinforced Masonry,7156054.66
753689,Commercial,Reinforced Masonry,5261187.06
615827,Commercial,Reinforced Masonry,2468628.18
197787,Commercial,Reinforced Masonry,3606992.47
688077,Commercial,Reinforced Masonry,7464624.54
788466,Commercial,Reinforced Masonry,6108807.36
427491,Residential,Wood,11050.6
234908,Residential,Masonry,792745.19
443046,Residential,Wood,470402.8
655240,Commercial,Reinforced Masonry,5991182.22
644768,Residential,Wood,91449.85
402209,Commercial,Reinforced Masonry,6771581.75
319640,Residential,Masonry,1618307.4
587992,Residential,Wood,105020.88
271958,Residential,Masonry,1620140.51
991490,Commercial,Reinforced Masonry,2184903.42
806346,Commercial,Reinforced Masonry,2863982.67
211512,Residential,Masonry,1540086.37
833473,Residential,Masonry,674031.82
337188,Commercial,Reinforced Concrete,12960000
929626,Residential,Wood,267178.21
601888,Residential,Wood,197315.18
688227,Residential,Masonry,783971.22
801780,Residential,Masonry,303630.13
539872,Commercial,Reinforced Masonry,2464104.31
784111,Residential,Masonry,2108066.93
680273,Residential,Masonry,596387.7
368957,Residential,Wood,7088.8
823189,Commercial,Steel Frame,396900000
128594,Residential,Wood,35823.06
642698,Residential,Wood,82459.94
264583,Residential,Masonry,1164129.31
385051,Residential,Masonry,610773.7
878874,Residential,Masonry,914863.08
995694,Residential,Wood,130128.31
674407,Residential,Wood,226890.47
857263,Residential,Wood,101116.97
855498,Residential,Masonry,1042651.39
250182,Residential,Masonry,1635527.62
271976,Commercial,Reinforced Masonry,3756432.98
856275,Residential,Masonry,753183.99
149860,Residential,Masonry,1944686.54
982790,Residential,Wood,112788.75
993525,Commercial,Reinforced Masonry,7888541.93
478578,Commercial,Reinforced Masonry,9810000
210181,Residential,Masonry,675818.14
735788,Residential,Masonry,660570.77
843308,Residential,Wood,260252.52
267905,Commercial,Reinforced Masonry,9990000
989022,Residential,Wood,201105.77
889026,Residential,Masonry,1001468.48
444630,Commercial,Reinforced Masonry,2221493.28
186692,Residential,Wood,84837.39
205563,Residential,Wood,348292.61
705845,Residential,Wood,19915.37
495498,Residential,Wood,140064.42
942480,Commercial,Reinforced Concrete,23130000
480183,Commercial,Reinforced Masonry,3621408.41
302297,Commercial,Reinforced Concrete,13140000
669303,Residential,Masonry,465709.07
289345,Residential,Masonry,994121.15
701892,Residential,Wood,9243.34
536065,Residential,Wood,175397.42
670307,Residential,Wood,58968
749598,Residential,Wood,65847.9
214769,Residential,Wood,9452.62
754091,Residential,Wood,6034.3
306541,Residential,Wood,11936.66
544145,Residential,Wood,14767.8
793151,Residential,Wood,12562.29
279412,Residential,Wood,10161.78
821563,Residential,Wood,8517.92
165875,Residential,Wood,26876.5
657043,Residential,Wood,16036.33
434369,Residential,Wood,90146.21
706684,Residential,Wood,24008.93
322485,Residential,Wood,29007.31
904964,Residential,Masonry,1683139.05
927835,Residential,Wood,43106.34
877964,Residential,Wood,21185.96
109687,Residential,Wood,7424.52
566563,Residential,Wood,10575.26
868360,Residential,Wood,48099.92
381949,Residential,Wood,28713.15
289274,Residential,Wood,20051.63
674395,Residential,Wood,46159.4
984852,Residential,Wood,178200.86
657069,Residential,Wood,160343.55
868303,Residential,Wood,25542.58
287076,Commercial,Reinforced Masonry,5042725.19
944726,Residential,Wood,138303.71
409507,Residential,Masonry,740086.52
986957,Residential,Wood,311126.58
872661,Residential,Masonry,1402645.01
642768,Residential,Masonry,1464711.57
864049,Commercial,Reinforced Masonry,4378180.43
408868,Residential,Wood,95872.04
457489,Residential,Wood,65389.32
168063,Commercial,Reinforced Masonry,2035030.62
691192,Residential,Wood,170403.06
450408,Commercial,Reinforced Concrete,9090000
441550,Residential,Wood,66822.51
127019,Residential,Wood,45006.64
654743,Commercial,Reinforced Masonry,6654662.93
588150,Commercial,Reinforced Masonry,5614077.7
412728,Residential,Wood,73087.03
206024,Residential,Wood,165665.45
636042,Commercial,Reinforced Masonry,2722119.7
754202,Residential,Masonry,644195.42
307715,Commercial,Reinforced Concrete,12960000
504278,Residential,Masonry,530905.24
517101,Commercial,Reinforced Masonry,3816675.72
230706,Commercial,Reinforced Masonry,6069251.35
344473,Commercial,Reinforced Masonry,2603021.89
561430,Residential,Masonry,413954.83
997532,Commercial,Reinforced Concrete,25380000
662224,Residential,Masonry,643510.7
915635,Residential,Wood,154685.16
548474,Residential,Wood,151594.84
731330,Residential,Wood,233631.52
852210,Residential,Wood,168661.64
179625,Commercial,Reinforced Masonry,8536744.18
607569,Residential,Wood,12731.72
447498,Residential,Masonry,1243409.34
884702,Residential,Wood,27526.94
498090,Residential,Wood,304620.6
824163,Residential,Wood,20391.55
267540,Residential,Wood,100181.93
569811,Residential,Wood,112520.45
489718,Residential,Wood,113283.82
938941,Residential,Wood,133108.49
703309,Residential,Wood,49230.68
269680,Residential,Wood,339661.97
127971,Residential,Masonry,650388.37
520634,Residential,Wood,110189.08
685956,Residential,Masonry,1062068.32
